"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","Encryption Type","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming"
"93","BM Mountain","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","MTN 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"94","BM Alaska","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Alaska","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"95","BM MPRG","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","MPRG","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"96","BM NA2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","NA 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"97","BM NorCal","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","NorCal","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"98","BM Oregon","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Oregon 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"99","BM PAPA","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PAPA","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"100","BM SNARS","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","SNARS 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"101","BM SoCal","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","SoCal","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"102","BM TAC 310","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TAC 310","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"103","BM TAC 311","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TAC 311","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"104","BM TG9","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TG 9","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"105","BM WASH 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"106","BM Net 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Net 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"107","BM Net 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Net 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"108","BM Parrot PC","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Parrot 1","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"109","BM WASH EMCOMM","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","WASH EMCOMM","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"110","BM WASH TAC","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","WASH TAC","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"111","BM PNW Reg 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PNW Reg 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"119","Fern WASH 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"120","Fern WASH EMCOMM","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WASH EMCOMM","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"121","Fern PNW Reg 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","PNW Reg 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"122","Fern WASH TAC","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WASH TAC","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"123","Fern Parrot PC","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","BM Parrot PC","Private Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"124","Fern TG 9","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TG 9","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"125","Fern TG 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TG 2","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"126","Fern USA 3100","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","USA 3100","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"127","Fern TAC 311","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"128","Fern TAC 312","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"129","Fern WW TG 91","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WW TG 91","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"130","Fern WW TG 913","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WW Eng TG 913","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"131","Fern NET 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Net 1","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"132","Fern NET 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"133","Fern TAC 310","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"134","Fern Local 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"136","APRS WASH TAC","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WASH TAC","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","1","0","Off","off"
"137","APRS WASH EMCOMM","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WASH EMCOMM","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","2","0","Off","off"
"138","APRS WASH 1","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","3","0","Off","off"
"139","APRS Local 2","440.73750","445.73750","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","Off","On","Digital","4","0","Off","off"
"141","Brem WASH 1","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"142","Brem WASH EMCOMM","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","WASH EMCOMM","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"143","Brem PNW Reg 2","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","PNW Reg 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"144","Brem WASH TAC","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","WASH TAC","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"146","Brem Parrot PC","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","BM Parrot PC","Private Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"147","Brem TG 9","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","TG 9","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"148","Brem TG 2","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","TG 2","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"149","Brem USA 3100","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","USA 3100","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"150","Brem TAC 311","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"151","Brem TAC 312","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"152","Brem WW TG 91","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","WW TG 91","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"153","Brem WW TG 913","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","WW Eng TG 913","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"154","Brem NET 1","441.17500","446.17500","D-Digital","High","12.5K","Off","Off","Net 1","Group Call","ChangeMe","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
